date,ticker,spot,num_contracts,expirations,call_volume,put_volume,call_oi,put_oi,pc_volume_ratio,pc_oi_ratio,atm_iv,net_gex_total,gamma_magnet_strike,gamma_magnet_gex,gamma_gap_distance,gamma_gap_score,gamma_positive_zone
2026-08-07,SPY,773.26,1420,2026-08-07|2026-08-10|2026-08-11|2026-08-12,5155956,4986892,680258,1358409,0.9672099606746062,1.9969026457608727,0.0716,765094.605,773.0,259181.593,-0.2599999999999909,37.31395599322997,1.0
2026-08-07,TSLA,328.58,1132,2026-08-07|2026-08-10|2026-08-12|2026-08-14,2007442,1132793,447316,348129,0.5642967517866021,0.7782618998649724,0.265,549170.017,330.0,364945.489,1.420000000000016,74.39417455249284,1.0
2026-08-10,AAPL,308.26,530,2026-08-10|2026-08-12|2026-08-14|2026-08-17,550880,397148,220133,106300,0.7209337786813825,0.4828898892941994,0.11315,238329.171,307.5,108336.70599999998,-0.7599999999999909,41.69049210691327,1.0
2026-08-10,AMD,469.56,1538,2026-08-10|2026-08-12|2026-08-14|2026-08-17,149499,135966,104729,135376,0.9094776553689322,1.292631458335323,0.44225,-15400.181000000004,495.0,3268.511,25.44,1.12557112761851,0.0
2026-08-10,AMZN,278.09,500,2026-08-10|2026-08-12|2026-08-14|2026-08-17,402014,160065,165330,84536,0.3981577755998547,0.5113167604185568,0.2455,268420.01800000004,277.5,82910.88400000002,-0.589999999999975,35.57414404423609,1.0
2026-08-10,AVGO,422.4,800,2026-08-10|2026-08-12|2026-08-14|2026-08-17,57336,52434,42764,43149,0.9145039765592298,1.0090028996352072,0.3189,12114.761999999995,432.5,3891.695,10.100000000000025,4.940995620174074,0.0
2026-08-10,DIA,538.99,954,2026-08-14|2026-08-21|2026-08-28|2026-09-04,9308,10503,57579,75410,1.1283841856467556,1.3096788759790896,0.12265,30227.719,550.0,11601.021,11.009999999999993,9.76880001394314,1.0
2026-08-10,GOOGL,357.52,648,2026-08-10|2026-08-12|2026-08-14|2026-08-17,202503,96455,100979,61777,0.4763139311516373,0.6117806672674516,0.2069,177379.46300000005,357.5,112161.202,-0.0199999999999818,67.07363365069725,1.0
2026-08-10,INTC,97.52,660,2026-08-10|2026-08-12|2026-08-14|2026-08-17,324260,224813,162923,120994,0.6933109233331277,0.7426452986993856,0.499,37257.29800000001,105.0,33236.283,7.480000000000004,4.3838911998123615,0.0
2026-08-10,IWM,299.98,690,2026-08-10|2026-08-11|2026-08-12|2026-08-13,295185,325677,112896,124274,1.103297931805478,1.10078302154195,0.0813,-75981.859,305.0,66521.60999999999,5.019999999999982,6.626483309026568,0.0
2026-08-10,META,594.92,1290,2026-08-10|2026-08-12|2026-08-14|2026-08-17,405692,140218,89277,44366,0.345626731609201,0.4969477020957245,0.10795,34411.149999999994,595.0,13680.468,0.0800000000000409,45.351937927261226,1.0
2026-08-10,MRVL,208.56,700,2026-08-14|2026-08-21|2026-08-28|2026-09-04,81947,32069,241273,174334,0.3913383040257727,0.722559092811877,0.8633,40719.902,240.0,16687.287,31.44,1.633312407953599,0.0
2026-08-10,MSFT,506.06,772,2026-08-10|2026-08-12|2026-08-14|2026-08-17,472046,245611,102237,85765,0.5203115798036632,0.8388841613114626,0.2143,155578.516,505.0,85513.73900000002,-1.0600000000000025,61.84277007781505,1.0
2026-08-10,MU,861.0,2038,2026-08-10|2026-08-12|2026-08-14|2026-08-17,465441,273622,131697,206994,0.5878768737605841,1.571744231075879,1.3972,14656.758999999987,875.0,12245.803999999998,14.0,36.13243904547023,1.0
2026-08-10,NFLX,76.29,526,2026-08-14|2026-08-21|2026-08-28|2026-09-04,176976,43211,615047,309850,0.2441630503571105,0.5037826377496354,0.35595,890596.3900000001,80.0,198860.444,3.7099999999999937,14.36485307832897,1.0
2026-08-10,NVDA,217.55,550,2026-08-10|2026-08-12|2026-08-14|2026-08-17,1659009,1260704,566402,364259,0.7599139004068092,0.643110370372986,0.10635,123891.401,225.0,166320.46699999998,7.449999999999989,7.584316771433581,0.0
2026-08-10,PENG,55.18,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,2222,885,36001,28170,0.3982898289828983,0.782478264492653,0.93905,-38.69900000000382,75.0,5799.332,19.82,3.9540326211804095,0.0
2026-08-10,QQQ,720.87,1718,2026-08-10|2026-08-11|2026-08-12|2026-08-13,2728492,2576169,227110,394899,0.944173191638458,1.7388005812161509,0.08895,-29948.987000000023,722.0,24150.273,1.1299999999999957,6.124076690788171,0.0
2026-08-10,SMH,569.41,1110,2026-08-10|2026-08-12|2026-08-14|2026-08-17,21899,58345,56934,299531,2.6642769076213524,5.261021533705694,0.34135,-12098.316999999995,575.0,7004.924,5.590000000000032,6.819462239605506,0.0
2026-08-10,SNDK,1237.92,2906,2026-08-14|2026-08-21|2026-08-28|2026-09-04,67935,42224,111129,127664,0.6215352910870685,1.1487910446418126,1.0705,259.8509999999999,1250.0,282.834,12.079999999999927,20.039838044248075,0.0
2026-08-10,SOXL,130.0,1336,2026-08-14|2026-08-21|2026-08-28|2026-09-04,44729,132024,160306,404371,2.9516421113818776,2.522494479308323,1.54045,-19387.489,145.0,3566.994,15.0,1.8080449124112936,0.0
2026-08-10,SPY,773.03,1424,2026-08-10|2026-08-11|2026-08-12|2026-08-13,4735833,4920972,455907,546824,1.039093228160706,1.1994200571607807,0.05285,269776.90800000005,773.0,218274.95,-0.0299999999999727,54.153891003253634,1.0
2026-08-10,TSLA,330.88,1026,2026-08-10|2026-08-12|2026-08-14|2026-08-17,1053068,655309,288137,206250,0.6222855504107997,0.7158053287151598,0.2832,357041.961,330.0,119938.18300000002,-0.8799999999999955,42.87595095195555,1.0
2026-08-11,AAPL,304.91,518,2026-08-12|2026-08-14|2026-08-17|2026-08-19,337971,191326,227363,106375,0.566101825304538,0.4678641643539186,0.25495,24266.65200000001,310.0,45127.915,5.089999999999975,7.987190926060354,0.0
2026-08-11,AMD,474.32,1518,2026-08-12|2026-08-14|2026-08-17|2026-08-19,88209,69587,95061,133239,0.7888877552177216,1.4016158045886329,0.6356999999999999,15111.402,500.0,6030.87,25.680000000000007,1.8332854484903425,0.0
2026-08-11,AMZN,272.27,490,2026-08-12|2026-08-14|2026-08-17|2026-08-19,193152,128223,164096,80948,0.6638450546719682,0.4932966068642745,0.31975,99547.474,280.0,51593.78200000001,7.730000000000018,9.027366815507447,0.0
2026-08-11,AVGO,416.08,802,2026-08-12|2026-08-14|2026-08-17|2026-08-19,27667,24933,46252,52002,0.901181913470922,1.1243189483698002,0.4396,-16735.377,430.0,4140.695000000001,13.920000000000016,6.221912270020755,1.0
2026-08-11,DIA,537.28,954,2026-08-14|2026-08-21|2026-08-28|2026-09-04,9240,12951,62179,79200,1.4016233766233763,1.2737419385966322,0.1267,24200.729,550.0,13606.46,12.720000000000027,9.292123782464897,1.0
2026-08-11,GOOGL,343.8,614,2026-08-12|2026-08-14|2026-08-17|2026-08-19,182119,133810,96772,58423,0.7347393737062031,0.6037180176083992,0.34595,-43136.85500000001,360.0,10479.525999999998,16.19999999999999,3.2819874199145875,0.0
2026-08-11,INTC,97.71,674,2026-08-12|2026-08-14|2026-08-17|2026-08-19,172120,79385,184359,134606,0.461218917034627,0.7301298010946035,0.75525,182533.857,105.0,90598.404,7.290000000000006,8.032781167898147,0.0
2026-08-11,IWM,300.99,724,2026-08-11|2026-08-12|2026-08-13|2026-08-14,434858,491691,182531,266569,1.1306932377925667,1.4604039861722118,0.07605,386284.737,305.0,118733.591,4.009999999999991,17.553200537633764,1.0
2026-08-11,META,599.12,1250,2026-08-12|2026-08-14|2026-08-17|2026-08-19,234131,103097,100803,48574,0.4403389555419829,0.4818705792486334,0.3931,31468.883,605.0,8245.442000000001,5.879999999999996,15.084034036773696,1.0
2026-08-11,MRVL,212.31,700,2026-08-14|2026-08-21|2026-08-28|2026-09-04,30681,19155,255411,186680,0.6243277598513738,0.730900391917341,0.85055,44942.86000000001,240.0,17336.266,27.69,5.513274110442219,1.0
2026-08-11,MSFT,503.81,752,2026-08-12|2026-08-14|2026-08-17|2026-08-19,124185,112902,102031,89106,0.9091436163787896,0.8733228136546736,0.28045,48874.90999999999,510.0,23212.259,6.189999999999998,26.890415281141305,1.0
2026-08-11,MU,868.52,2020,2026-08-12|2026-08-14|2026-08-17|2026-08-19,252960,176568,128588,201156,0.6980075901328273,1.5643450399726258,0.7235,6203.620000000001,880.0,3338.308,11.480000000000018,10.7993297833163,0.0
2026-08-11,NFLX,74.79,526,2026-08-14|2026-08-21|2026-08-28|2026-09-04,132111,44460,664433,315231,0.336535186320594,0.474436098146841,0.3363,927515.82,75.0,264577.981,0.2099999999999937,22.26027100871877,1.0
2026-08-11,NVDA,217.5,556,2026-08-12|2026-08-14|2026-08-17|2026-08-19,944699,695107,565610,387128,0.7357973280378195,0.6844433443538834,0.3985,545015.701,225.0,249008.122,7.5,22.392638130440243,1.0
2026-08-11,PENG,57.33,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,1068,616,37189,28595,0.5767790262172284,0.7689101616069268,0.9563,3992.813999999994,75.0,7344.255,17.67,5.924236941570023,0.0
2026-08-11,QQQ,718.45,1504,2026-08-11|2026-08-12|2026-08-13|2026-08-14,3107117,3109064,364177,574779,1.000626625904335,1.5782957188400146,0.09355,-136066.902,730.0,37149.64,11.549999999999956,2.797133563889117,0.0
2026-08-11,SMH,572.93,1088,2026-08-12|2026-08-14|2026-08-17|2026-08-19,14309,25798,60078,306390,1.8029212383814384,5.099870168780585,0.4358499999999999,-5475.364,575.0,9124.861,2.07000000000005,8.013946897815957,0.0
2026-08-11,SNDK,1271.05,2906,2026-08-14|2026-08-21|2026-08-28|2026-09-04,50447,41613,130516,136205,0.8248855234206197,1.0435885255447608,1.0199,1509.661,1300.0,921.755,28.950000000000045,4.734265309791088,0.0
2026-08-11,SOXL,133.0,1448,2026-08-14|2026-08-21|2026-08-28|2026-09-04,38532,73076,170763,467397,1.8965016090522164,2.7371093269619298,1.50815,-31019.089,160.0,4793.921,27.0,0.7168312951510797,0.0
2026-08-11,SPY,770.56,1440,2026-08-11|2026-08-12|2026-08-13|2026-08-14,4573865,4753626,1086902,872239,1.039301772133633,0.8025001334066917,0.10255,-76878.86700000009,780.0,384248.875,9.440000000000056,8.435704828368653,0.0
2026-08-11,TSLA,332.81,1016,2026-08-12|2026-08-14|2026-08-17|2026-08-19,756866,416891,267841,208536,0.5508121649010524,0.7785813225010361,0.41205,302814.198,335.0,65424.34,2.1899999999999977,23.10391244717325,1.0
2026-08-12,AAPL,302.25,518,2026-08-12|2026-08-14|2026-08-17|2026-08-19,594429,348247,275406,132779,0.5858512959495583,0.4821209414464463,0.16835,-132576.67400000003,307.5,37382.19,5.25,4.984932156516413,0.0
2026-08-12,AMD,482.93,1518,2026-08-12|2026-08-14|2026-08-17|2026-08-19,177028,101335,117653,147658,0.5724235714124319,1.2550296210041394,0.4153,104498.687,480.0,31096.076,-2.930000000000007,26.998112488140208,1.0
2026-08-12,AMZN,267.28,490,2026-08-12|2026-08-14|2026-08-17|2026-08-19,262712,189443,189540,107366,0.7211052407198758,0.5664556294185924,0.14725,-214167.02900000004,275.0,20397.705,7.720000000000027,2.8662656604074046,0.0
2026-08-12,AVGO,416.05,802,2026-08-12|2026-08-14|2026-08-17|2026-08-19,53877,38362,51928,60742,0.7120292518143178,1.1697350177168386,0.3175,-28428.575,432.5,3289.362,16.44999999999999,1.9710104457133537,0.0
2026-08-12,DIA,537.15,954,2026-08-14|2026-08-21|2026-08-28|2026-09-04,13527,9319,63297,82048,0.6889184593775413,1.2962383683270928,0.1089,18259.560000000005,550.0,12190.097000000002,12.850000000000025,7.858231622157047,1.0
2026-08-12,GOOGL,343.54,614,2026-08-12|2026-08-14|2026-08-17|2026-08-19,230562,139846,149310,90335,0.6065440098541824,0.6050164088138772,0.217,-55130.002,357.5,24868.78,13.95999999999998,5.559962094350371,0.0
2026-08-12,INTC,100.95,674,2026-08-12|2026-08-14|2026-08-17|2026-08-19,317673,193041,239228,159100,0.6076720401167238,0.6650559299078703,0.74525,918809.017,100.0,248381.386,-0.9500000000000028,33.37492217366571,1.0
2026-08-12,IWM,302.71,732,2026-08-12|2026-08-13|2026-08-14|2026-08-17,398715,443534,205387,317742,1.112408612668197,1.547040465073252,0.08415,1136010.008,303.0,415624.923,0.2900000000000204,39.31644758774568,1.0
2026-08-12,META,578.85,1250,2026-08-12|2026-08-14|2026-08-17|2026-08-19,331143,221989,133499,65422,0.6703720145073276,0.4900561052891782,0.14115,-25476.960000000003,600.0,3445.4909999999995,21.149999999999977,1.659771608085349,0.0
2026-08-12,MRVL,217.08,700,2026-08-14|2026-08-21|2026-08-28|2026-09-04,67754,33329,263745,193171,0.491911916639608,0.7324157803939411,0.81305,88656.548,240.0,21468.476,22.919999999999987,7.5027798858350625,1.0
2026-08-12,MSFT,492.43,752,2026-08-12|2026-08-14|2026-08-17|2026-08-19,177696,174647,117634,111732,0.9828414820817576,0.9498274308448238,0.1764,-108082.083,510.0,8436.912,17.569999999999993,1.4703105955074214,0.0
2026-08-12,MU,911.29,2020,2026-08-12|2026-08-14|2026-08-17|2026-08-19,603637,388790,169524,237960,0.6440791402780147,1.4036950520280314,0.4387999999999999,47510.023,900.0,17250.83,-11.289999999999964,29.165956808404925,1.0
2026-08-12,NFLX,74.21,526,2026-08-14|2026-08-21|2026-08-28|2026-09-04,88833,26300,676264,326668,0.2960611484470861,0.483048040410254,0.3177,687911.369,75.0,380603.8000000001,0.7900000000000063,29.112937043278382,1.0
2026-08-12,NVDA,224.09,556,2026-08-12|2026-08-14|2026-08-17|2026-08-19,1781481,960146,655096,453785,0.5389594388040063,0.692700001221195,0.29645,1072900.482,225.0,433626.738,0.9099999999999966,45.31523068090914,1.0
2026-08-12,PENG,58.73,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,2224,879,37339,28715,0.3952338129496403,0.769035057178821,0.9072,8191.018999999999,75.0,7865.077,16.270000000000003,6.834958893868225,0.0
2026-08-12,QQQ,723.7,1504,2026-08-12|2026-08-13|2026-08-14|2026-08-17,2423617,2451649,419634,625425,1.011566183930877,1.4904059251633566,0.1363,690763.573,725.0,177229.98999999996,1.2999999999999543,23.13460962048534,1.0
2026-08-12,SMH,584.83,1088,2026-08-12|2026-08-14|2026-08-17|2026-08-19,20160,92008,67422,315875,4.563888888888889,4.685043457625108,0.32985,42743.621,585.0,12462.144,0.169999999999959,28.02904320096912,1.0
2026-08-12,SNDK,1344.29,2906,2026-08-14|2026-08-21|2026-08-28|2026-09-04,82627,68767,139069,144384,0.8322582206784708,1.0382184383291748,1.1117,-267.36399999999986,1350.0,78.63199999999996,5.710000000000036,7.008277126110849,1.0
2026-08-12,SOXL,142.16,1448,2026-08-14|2026-08-21|2026-08-28|2026-09-04,61296,129131,179722,476736,2.1066790655181413,2.6526301732676023,1.3624999999999998,23729.630000000005,150.0,8643.418999999998,7.840000000000003,8.686944585082045,1.0
2026-08-12,SPY,772.49,1440,2026-08-12|2026-08-13|2026-08-14|2026-08-17,3863477,3899125,974458,872188,1.009226921759855,0.8950493505107454,0.08615,876458.7390000003,775.0,541100.52,2.509999999999991,34.34307619036848,1.0
2026-08-12,TSLA,327.51,1016,2026-08-12|2026-08-14|2026-08-17|2026-08-19,1072540,897833,324270,245169,0.8371091054879072,0.7560643907854566,0.1167,332977.98799999995,327.5,131263.023,-0.0099999999999909,49.4913268093993,1.0
2026-08-13,AAPL,305.26,590,2026-08-14|2026-08-17|2026-08-19|2026-08-21,475316,215354,625856,413866,0.4530754277154566,0.6612799110338481,0.25375,362895.109,310.0,159281.255,4.740000000000009,26.29110942457988,1.0
2026-08-13,AMD,483.01,1476,2026-08-14|2026-08-17|2026-08-19|2026-08-21,131571,97818,298801,317431,0.7434617050869873,1.0623491889250705,0.5914,62759.04399999998,500.0,24840.062,16.99000000000001,14.685640203198892,1.0
2026-08-13,AMZN,265.13,516,2026-08-14|2026-08-17|2026-08-19|2026-08-21,321531,121666,744631,341572,0.378395862296326,0.4587131075660293,0.30535,359464.33,270.0,139614.13900000002,4.8700000000000045,13.201136172975858,0.0
2026-08-13,AVGO,417.82,818,2026-08-14|2026-08-17|2026-08-19|2026-08-21,45607,28398,183626,180295,0.6226675729602912,0.9818598673390478,0.43035,8148.231000000007,430.0,11902.041,12.180000000000009,6.652993165922211,0.0
2026-08-13,DIA,537.91,954,2026-08-14|2026-08-21|2026-08-28|2026-09-04,23723,18767,70061,83533,0.7910888167601062,1.1922895762264312,0.0981499999999999,43252.088,550.0,17639.643,12.090000000000032,5.254709739004933,0.0
2026-08-13,GOOGL,346.36,736,2026-08-14|2026-08-17|2026-08-19|2026-08-21,162143,62148,417542,248254,0.383291292254368,0.5945605472024371,0.28905,86087.803,350.0,42789.19599999998,3.6399999999999855,20.06057787398173,1.0
2026-08-13,INTC,104.56,778,2026-08-14|2026-08-17|2026-08-19|2026-08-21,313617,193453,586416,497004,0.6168447501251526,0.8475280347057379,0.7234,877207.8090000001,105.0,196248.324,0.4399999999999977,27.112517355360986,1.0
2026-08-13,IWM,303.5,728,2026-08-13|2026-08-14|2026-08-17|2026-08-18,486183,433379,176223,328516,0.8913906903367662,1.86420614789216,0.0733,1127921.395,304.0,526216.431,0.5,50.535090460248135,1.0
2026-08-13,META,594.97,1356,2026-08-14|2026-08-17|2026-08-19|2026-08-21,197631,76929,439312,179932,0.3892557341712586,0.4095767928032924,0.37655,77883.629,600.0,29332.681000000004,5.029999999999973,28.136481798239817,1.0
2026-08-13,MRVL,222.18,704,2026-08-14|2026-08-21|2026-08-28|2026-09-04,117099,41293,274619,196465,0.3526332419576597,0.7154093489525488,0.8137,124391.28999999998,230.0,26038.447,7.819999999999993,17.015189532508973,1.0
2026-08-13,MSFT,496.88,796,2026-08-14|2026-08-17|2026-08-19|2026-08-21,231974,103869,496262,324577,0.4477613870519972,0.6540436301792198,0.28025,215785.89400000003,500.0,99814.94999999998,3.1200000000000045,19.883286109609216,0.0
2026-08-13,MU,949.83,2152,2026-08-14|2026-08-17|2026-08-19|2026-08-21,490719,301283,361689,474468,0.6139623695027093,1.3118120816502576,0.7117,24958.204,950.0,5740.867,0.169999999999959,31.92024406657507,1.0
2026-08-13,NFLX,78.24,528,2026-08-14|2026-08-21|2026-08-28|2026-09-04,333919,91551,685642,328379,0.274171281059179,0.4789365295591577,0.3843,1960312.698,80.0,504910.095,1.7600000000000051,24.599040615138573,1.0
2026-08-13,NVDA,225.3,640,2026-08-14|2026-08-17|2026-08-19|2026-08-21,1188599,589008,1410007,1077097,0.4955481200976948,0.7638947891748055,0.3445,2229478.71,225.0,647571.2000000001,-0.3000000000000113,38.61601562830803,1.0
2026-08-13,PENG,60.9,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,2466,1450,37351,28717,0.5879967558799676,0.7688415303472463,0.8735999999999999,10576.752999999992,75.0,7865.089999999999,14.1,8.236652177940686,0.0
2026-08-13,QQQ,732.07,1504,2026-08-13|2026-08-14|2026-08-17|2026-08-18,3152425,2898646,397831,646635,0.919497212463421,1.625401238214217,0.15295,1028315.466,730.0,294626.88,-2.07000000000005,30.325042632494768,1.0
2026-08-13,SMH,589.12,1184,2026-08-14|2026-08-17|2026-08-19|2026-08-21,39400,63658,230395,712971,1.6156852791878171,3.0945593437357584,0.40375,37378.343,600.0,21918.718,10.879999999999995,24.22384171254654,1.0
2026-08-13,SNDK,1528.11,2926,2026-08-14|2026-08-21|2026-08-28|2026-09-04,234757,136655,150071,158855,0.582112567463377,1.0585322947138354,1.03785,3681.138999999999,1500.0,2390.032,-28.1099999999999,15.337476933866926,1.0
2026-08-13,SOXL,145.36,1448,2026-08-14|2026-08-21|2026-08-28|2026-09-04,61126,141094,192863,480838,2.308248535811275,2.493158355931413,1.3552499999999998,46489.68599999999,150.0,14234.62,4.639999999999986,14.81863809774009,1.0
2026-08-13,SPY,777.88,1436,2026-08-13|2026-08-14|2026-08-17|2026-08-18,5841362,4488057,874105,796202,0.7683237231316943,0.910876839738933,0.0827499999999999,2908805.403,780.0,1255444.107,2.1200000000000045,44.0239999038754,1.0
2026-08-13,TSLA,339.96,1158,2026-08-14|2026-08-17|2026-08-19|2026-08-21,1161606,612677,645261,441108,0.5274395965585578,0.6836117478043768,0.4066999999999999,494742.314,340.0,89192.956,0.0400000000000204,25.93796910282516,1.0
2026-08-14,AAPL,305.93,590,2026-08-14|2026-08-17|2026-08-19|2026-08-21,640976,256111,648418,430819,0.3995641022440778,0.6644155467615026,0.1442999999999999,311269.7629999999,305.0,147548.232,-0.9300000000000068,38.62650037301812,1.0
2026-08-14,AMD,514.39,1476,2026-08-14|2026-08-17|2026-08-19|2026-08-21,454930,266736,317649,329506,0.5863231705976744,1.0373273644809209,0.28775,132384.54200000002,515.0,43914.78100000001,0.6100000000000136,43.649453836540566,1.0
2026-08-14,AMZN,262.65,516,2026-08-14|2026-08-17|2026-08-19|2026-08-21,320010,202040,782755,347628,0.6313552701478079,0.4441083097520936,0.1238,276287.743,270.0,121309.82600000002,7.350000000000023,9.288579896062268,0.0
2026-08-14,AVGO,392.99,818,2026-08-14|2026-08-17|2026-08-19|2026-08-21,244032,154368,192313,183374,0.6325727773406766,0.9535184828898724,0.31205,-52778.281,410.0,5654.643999999998,17.00999999999999,2.2091376335123987,0.0
2026-08-14,DIA,536.8,954,2026-08-14|2026-08-21|2026-08-28|2026-09-04,13946,20803,73944,89617,1.4916822027821597,1.2119576977171913,0.07515,-44718.785,550.0,10257.308,13.200000000000044,2.2890305091691427,0.0
2026-08-14,GOOGL,345.9,736,2026-08-14|2026-08-17|2026-08-19|2026-08-21,245995,90933,449616,254808,0.3696538547531454,0.5667236041422014,0.42195,126075.71300000002,347.5,64300.71599999999,1.6000000000000227,14.863880174724406,0.0
2026-08-14,INTC,102.5,778,2026-08-14|2026-08-17|2026-08-19|2026-08-21,321312,167917,618763,531819,0.5225979733094314,0.8594873966284344,0.5513,562142.8430000001,110.0,140154.666,7.5,17.449282349212563,1.0
2026-08-14,IWM,305.09,726,2026-08-14|2026-08-17|2026-08-18|2026-08-19,332490,431048,144843,282033,1.2964239526000785,1.9471634804581512,0.0467,1660164.0450000002,305.0,1473058.835,-0.0899999999999749,107.23070193612372,1.0
2026-08-14,META,589.85,1356,2026-08-14|2026-08-17|2026-08-19|2026-08-21,242247,107210,456194,185095,0.4425648202041717,0.4057374713389479,0.23445,106029.91500000004,590.0,75964.61200000002,0.1499999999999772,77.03167259988005,1.0
2026-08-14,MRVL,222.02,704,2026-08-14|2026-08-21|2026-08-28|2026-09-04,80149,33674,287625,203504,0.4201424846223908,0.7075323772272925,0.6485000000000001,154387.61,220.0,88425.405,-2.0200000000000102,59.67699412545339,1.0
2026-08-14,MSFT,495.4,796,2026-08-14|2026-08-17|2026-08-19|2026-08-21,254376,116817,518103,343131,0.4592296443060666,0.6622833683649776,0.20875,37899.76799999998,500.0,105794.93,4.600000000000023,14.607854716958707,0.0
2026-08-14,MU,971.66,2152,2026-08-14|2026-08-17|2026-08-19|2026-08-21,591973,386978,415522,517170,0.6537088684787988,1.2446272399536005,0.5391,44631.769,970.0,16351.609,-1.6599999999999682,31.364456572944203,1.0
2026-08-14,NFLX,78.16,528,2026-08-14|2026-08-21|2026-08-28|2026-09-04,185362,68381,710718,337492,0.36890516934431,0.4748606338941746,0.1267,2784053.5030000005,78.0,2131258.3940000003,-0.1599999999999966,88.39189729913538,1.0
2026-08-14,NVDA,225.16,640,2026-08-14|2026-08-17|2026-08-19|2026-08-21,1828280,891715,1464671,1117562,0.4877343732907432,0.763012307883477,0.0617,7538077.491999999,225.0,6604454.454,-0.1599999999999966,109.20534921802265,1.0
2026-08-14,PENG,63.8,208,2026-08-21|2026-09-18|2026-10-16|2026-12-18,853,782,38292,28935,0.9167643610785464,0.7556408649326231,0.89385,17942.563000000002,75.0,8566.841,11.200000000000005,20.437886657232447,1.0
2026-08-14,QQQ,731.07,1472,2026-08-14|2026-08-17|2026-08-18|2026-08-19,2889843,2736532,394276,669025,0.946948329026871,1.6968443425417727,0.0880499999999999,53700.04699999988,730.0,80422.32899999988,-1.07000000000005,14.047487528051269,0.0
2026-08-14,SMH,587.82,1246,2026-08-14|2026-08-17|2026-08-19|2026-08-21,27397,145887,236722,724413,5.3249260867978245,3.06018452023893,0.28095,-7322.557999999997,600.0,11598.505,12.17999999999995,13.774121506220864,1.0
2026-08-14,SNDK,1641.11,2926,2026-08-14|2026-08-21|2026-08-28|2026-09-04,293816,178043,168848,187460,0.6059676804530727,1.1102293186771537,1.1712,4866.741000000001,1650.0,1874.378,8.8900000000001,16.112574298479064,0.0
2026-08-14,SOXL,144.95,1448,2026-08-14|2026-08-21|2026-08-28|2026-09-04,93540,151667,199175,488455,1.6214132991233696,2.452391113342538,0.8268500000000001,55025.207,145.0,46650.19199999999,0.0500000000000113,47.38501598676222,1.0
2026-08-14,SPY,776.34,1400,2026-08-14|2026-08-17|2026-08-18|2026-08-19,4101225,4426730,790589,772442,1.079367749879609,0.9770462275594524,0.04465,1253566.1040000005,775.0,1026305.926,-1.3400000000000318,79.44940503479704,1.0
2026-08-14,TSLA,342.27,1158,2026-08-14|2026-08-17|2026-08-19|2026-08-21,2516387,1501198,710392,503656,0.5965688107592354,0.7089832092703746,0.1197999999999999,519862.755,342.5,342814.365,0.2300000000000182,81.43524522157537,1.0
2026-08-17,AAPL,305.59,534,2026-08-17|2026-08-19|2026-08-21|2026-08-24,536567,311723,477453,343182,0.5809582027966684,0.7187765078447512,0.1838,338325.57700000005,305.0,169299.53599999996,-0.589999999999975,41.5676653382782,1.0
2026-08-17,AMD,506.0,1260,2026-08-17|2026-08-19|2026-08-21|2026-08-24,246912,143680,256086,266427,0.5819077242094349,1.040380965769312,0.2183999999999999,52908.55600000001,500.0,10924.951,-6.0,18.76198792846536,1.0
2026-08-17,AMZN,261.31,472,2026-08-17|2026-08-19|2026-08-21|2026-08-24,463684,280829,658386,305775,0.6056473805436461,0.464431199934385,0.32885,297937.84699999995,270.0,122261.916,8.689999999999998,13.31956687870772,0.0
2026-08-17,AVGO,392.43,782,2026-08-17|2026-08-19|2026-08-21|2026-08-24,119821,76946,184526,161947,0.6421745770774739,0.8776378396540325,0.28125,11564.77700000001,410.0,6862.444,17.569999999999993,7.594072245520175,1.0
2026-08-17,DIA,534.19,948,2026-08-21|2026-08-28|2026-09-04|2026-09-11,19169,11901,60396,76295,0.6208461578590433,1.2632459103251872,0.1096,-25858.47700000001,540.0,9704.566,5.809999999999945,3.964761444702529,0.0
2026-08-17,GOOGL,344.0,580,2026-08-17|2026-08-19|2026-08-21|2026-08-24,118737,102698,349109,216017,0.8649199491312733,0.6187666316250798,0.30035,31971.47099999998,350.0,53025.347,6.0,12.784433417910735,0.0
2026-08-17,INTC,103.49,696,2026-08-17|2026-08-19|2026-08-21|2026-08-24,326557,157457,501319,419778,0.4821730968866078,0.8373470784071619,0.4733,532662.842,110.0,138854.118,6.510000000000005,19.24617820098943,1.0
2026-08-17,IWM,304.06,682,2026-08-17|2026-08-18|2026-08-19|2026-08-20,284413,385557,49098,77303,1.355623688087394,1.5744633182614365,0.07495,-184768.931,306.0,57933.862,1.9399999999999973,8.021989693463077,0.0
2026-08-17,META,568.97,1184,2026-08-17|2026-08-19|2026-08-21|2026-08-24,380126,352010,391147,141230,0.9260350515355434,0.3610662998821415,0.2248,-40603.011000000006,600.0,7065.499999999999,31.029999999999973,0.7843329561665922,0.0
2026-08-17,MRVL,234.33,562,2026-08-21|2026-08-28|2026-09-04|2026-09-11,97440,35863,236037,168335,0.3680521346469622,0.7131720874269712,0.7861499999999999,111621.608,250.0,26439.127,15.669999999999987,14.883672273569484,1.0
